Issue_id,Priority,Component,Duplicated_issue,Title,Description,Status,Resolution,Version,Created_time,Resolved_time
2032,P3,UI,,Tooltip for Perspective Shortcut does not show complete path (1GE8NXC),1. Start with a project; folder; and file.; 2. Open the folder in a new perspective.; 3. Move mouse over resulting perspective button in left tool bar.; ; Notice; tooltip is input name rather than full path.  So if I open project/folder then; the tooltip says folder : perspective.  It would be more useful if it said; project/folder : perspective.; ; NOTES:,RESOLVED,INVALID,2,10/10/2001 22:25,1/18/2005 16:44
2033,P3,UI,,Resource name in window title (1GDSLM4),"JGS (5/15/01 7:15:36 PM); 	When opening a perspective in a new window on a project or package;; 	it would be nice to see the name of the resource in the windows title bar.; 	Otherwise; you can have multiple windows in the Windows task bar; 	all with exactly the same title.",RESOLVED,INVALID,2,10/10/2001 22:25,2/7/2002 20:39
2034,P4,UI,,[Cell Editors] Usability: text cell editors should not move left when icons are present (1GDSNEU),Here is the scenario:; ; 1) Take any table or table-tree editor that support cell editing; 2) Set the column so that items in cells accept text cell editor but also have icons; 3) Click on the cell to move it into edit mode; ; Observe what happens: text field is positioned so that it starts with the column ; x coordinate. However; it ignores the fact that image is already there; and that the visual effect is that the text jumps to the left for the width of ; the icon. When editing is done; text jumps right again so that the icon; can be seen.; ; Ideally; the text editor should be positioned so that it does not cover the icon.; This way; there would be no shift left/shift right effect.; ; ; NOTES:,RESOLVED,INVALID,2,10/10/2001 22:25,8/30/2009 2:11
2035,P4,UI,,[Wizards] Previous location of project content area not remembered (1GDQUX8),When I create a new project and set the content area to something other than the ; default; it would be good if the last choice was remembered so that when I go to create; the next project; if I choose not to use the default area; that value is used as the initail; setting for the file prompter.  Users who want to create several projects in the same ; non-default area will benefit greatly from this.; ; NOTES:,RESOLVED,FIXED,2,10/10/2001 22:25,2/26/2009 18:12
2036,P3,UI,,Mechanism for reducing some clicks (1GDQWKH),In an effort to reduce some clicking; it may make sense to allow the dragging of files onto; the editor area.  Since one never really knows whether they have opened the file before and ; if they havent; what editor is going to open; it would be handy to simply drag the file and drop ; it on the editor area.  The minimal implication of this is open an internal editor on this file.; I do not claim to have an answer for figuring out what editor to open...; ; NOTES:,RESOLVED,WONTFIX,2,10/10/2001 22:25,4/23/2002 20:13
2037,P3,UI,,[Navigator] Add Bookmark context menu item in Navigator (1GDRF81),NOTES:; ; in 105; Add Bookmark is an option from the Navigator pane context menu; but it doesnt do anything.; ; KH (5/15/2001 11:05:25 AM); same in 106. access the context/right-click menu from any file (e.g.; *.txt).; ; KH (5/15/2001 11:28:31 AM); ok; it DOES add a bookmark; in the resource as a whole; but theres no INDICATOR that it does anything. THATS the problem.,RESOLVED,WONTFIX,2,10/10/2001 22:25,9/3/2002 17:14
2038,P3,UI,,[JFace] Multi-select problem in Release/Catchup (1GDRWRY),"Catching up with some folder that has more than one file changed on the server.; 	Click on the first file.; 	Hold shift and click on the last one.; ; 	The selection changes to the last one instead of multi-selecting those files.; ; 	Hold shift and click on the first one.; 	Multi-selection works.; ; NOTES:; ; JohnA (5/15/2001 1:14:26 PM); 	This seems to occasionally happen in all trees; including the navigator (workspace view).; 	Moving to ITPUI for investigation.; ; KH (9/13/2001 2:10:16 PM); 	Also investigate why the multi select drawing looks so cheezy.",RESOLVED,WORKSFORME,2,10/10/2001 22:25,5/9/2002 12:36
2039,P3,UI,,[Contributions] DCR - ObjectContributor has incomplete implementation of verifyNameMatch (1GDS25O),"Method verifyNameMatch in ObjectContributor looks like this:; ; /**;  * Verifies that the given name matches the given;  * wildcard filter. Returns true if it does.;  */; public static boolean verifyNameMatch(String name; String filter) {; 	UIHackFinder.fixUI();; 	//We should be using real wild care checker; not this one - that is lacking; 	if (filter.startsWith(*)) {; 		return name.toLowerCase().endsWith(filter.substring(1));; 	} else; 		if (filter.endsWith(*)) {; 			return name.toLowerCase().endsWith(filter.toLowerCase().substring(0; filter.length() - 1));; 		}; 	return false;; }; ; This implementation is incomplete for the following reasons:; ; 1) It does not take into account more complex wild card patterns (including those containing ?). It can only; match cases like *<name> and <partial_name>* (and the fact that I wrote it does not help :-)).; ; 2) It does not support exact match (if I want to register a contribution against plugin.xml only). I would; need to set my name filter to be *plugin.xml or plugin.xml* to fool it.; ; This code affects several extension points including pop-up actions and property pages (those; that are contributed against an object onto which name the filter is applied). It should be fixed; because it is a non-breaking change and no API is involved.; ; ; NOTES:; ; DS (5/16/01 2:52:09 PM); 	I have fixed problem 2.  ; 	Problem 1 is actually a feature request and can be deferred to future releases.",RESOLVED,WONTFIX,2,10/10/2001 22:25,9/3/2002 17:15
2040,P4,UI,,[Workbench] Shared arrow icons (1GDS81C),"There are several different arrow icons (up; down; left; right) in the workbench.  Maybe the; platform should provide these as shared images; to give a more consistent L&F.  ; Some of the places that use them:; ; - navigator (forward; back; up in toolbar); - search results (next; previous match); - compar editors (next; previous difference); - drill down adapters (packages view; repositories view; inspector); ; NOTES:; ; NE (05/28/01 11:57:24 AM); 	They are shared between navigator; packages view; and drill down adapters.; 	Should check others.",RESOLVED,INVALID,2,10/10/2001 22:25,8/30/2009 2:10
2041,P1,UI,2859,POST-RELEASE: PAF: Workbench crash (1GDSB6Z),"I commonly die a horrible death because of the following SWT error. (no more handles); 	This causes other programs (like Notes) to look weird when trying to draw icons; etc.; 	In a common day I have to reboot my machine 3 or 4 times to reclaim all lost resources.; ; org.eclipse.swt.SWTError: No more handles; 	at java.lang.Error.<init>(Error.java:52); 	at org.eclipse.swt.SWTError.<init>(SWTError.java:45); 	at org.eclipse.swt.SWTError.<init>(SWTError.java:34); 	at org.eclipse.swt.SWT.error(SWT.java:1798); 	at org.eclipse.swt.SWT.error(SWT.java:1707); 	at org.eclipse.swt.graphics.Image.init(Image.java(Compiled Code)); 	at org.eclipse.swt.graphics.Image.<init>(Image.java(Compiled Code)); 	at org.eclipse.jface.resource.ImageDescriptor.createImage(ImageDescriptor.java:106); 	at org.eclipse.jface.resource.ImageDescriptor.createImage(ImageDescriptor.java:77); 	at org.eclipse.jface.action.ActionContributionItem$ImageCache.getImage(ActionContributionItem.java:90); 	at org.eclipse.jface.action.ActionContributionItem.updateImages(ActionContributionItem.java:586); 	at org.eclipse.jface.action.ActionContributionItem.update(ActionContributionItem.java:493); 	at org.eclipse.jface.action.ActionContributionItem.fill(ActionContributionItem.java:249); 	at org.eclipse.jface.action.MenuManager.update(MenuManager.java:434); 	at org.eclipse.jface.action.MenuManager.update(MenuManager.java:364); 	at org.eclipse.ui.internal.ShortcutMenu.updateMenu(ShortcutMenu.java:119); 	at org.eclipse.ui.internal.ShortcutMenu.pageActivated(ShortcutMenu.java:67); 	at org.eclipse.ui.internal.PageListenerList$1.run(PageListenerList.java:38); 	at org.eclipse.core.internal.runtime.InternalPlatform.run(InternalPlatform.java:606); 	at org.eclipse.core.runtime.Platform.run(Platform.java:388); 	at org.eclipse.ui.internal.PageListenerList.firePageActivated(PageListenerList.java:36); 	at org.eclipse.ui.internal.WorkbenchWindow.firePageActivated(WorkbenchWindow.java:428); 	at org.eclipse.ui.internal.WorkbenchWindow.access$10(WorkbenchWindow.java:427); 	at org.eclipse.ui.internal.WorkbenchWindow$5.run(WorkbenchWindow.java:840); 	at org.eclipse.swt.custom.BusyIndicator.showWhile(BusyIndicator.java:81); 	at org.eclipse.ui.internal.WorkbenchWindow.setActivePage(WorkbenchWindow.java:827); 	at org.eclipse.ui.internal.SetPageAction.run(SetPageAction.java:41); 	at org.eclipse.jface.action.ActionContributionItem.handleWidgetSelection(ActionContributionItem.java:406); 	at org.eclipse.jface.action.ActionContributionItem.handleWidgetEvent(ActionContributionItem.java:360); 	at org.eclipse.jface.action.ActionContributionItem.access$0(ActionContributionItem.java:351); 	at org.eclipse.jface.action.ActionContributionItem$ActionListener.handleEvent(ActionContributionItem.java:45); 	at org.eclipse.swt.widgets.EventTable.sendEvent(EventTable.java(Compiled Code)); 	at org.eclipse.swt.widgets.Widget.notifyListeners(Widget.java:643); 	at org.eclipse.swt.widgets.Display.runDeferredEvents(Display.java(Compiled Code)); 	at org.eclipse.swt.widgets.Display.readAndDispatch(Display.java(Compiled Code)); 	at org.eclipse.ui.internal.Workbench.runEventLoop(Workbench.java(Compiled Code)); 	at org.eclipse.ui.internal.Workbench.run(Workbench.java:610); 	at org.eclipse.core.internal.boot.InternalBootLoader.run(InternalBootLoader.java:850); 	at org.eclipse.core.boot.BootLoader.run(BootLoader.java:280); 	at java.lang.reflect.Method.invoke(Native Method); 	at org.eclipse.core.launcher.Main.basicRun(Main.java:67); 	at org.eclipse.core.launcher.Main.run(Main.java:299); 	at org.eclipse.core.launcher.UIMain.main(UIMain.java:43); ; NOTES:; ; NE (06/11/01 10:01:27 AM); 	See 1GE8K2O: ITPUI:WIN98 - GDI usage stats for opening perspectives; ; ARCH (7/11/01 11:11:01 AM); 	Fix in 1.0; ; NE (07/19/01 2:31:16 PM); 	ImageDescriptor.createImage() is speced to always return a new image; ; 	so it cant return null; and cant return a shared image (i.e. the missing image).; 	And it cant be changed to catch the out-of-handles SWTError and create a new missing image; ; 	since its out of handles.; ; 	Only alternative is to change all cases to use ImageDescriptor.createImage(boolean); ; 	and handle the null case and SWTError.; 	; 	SWTError states: SWTErrors should not occur in typical programs; although high reliability applications ; 	should still catch them.; 	Could change ImageDescriptor.createImage(boolean) to catch the SWTError for the out-of-handles condition; 	(SWTError has a code); and have it return null.  So this would avoid the need for all users to catch it.; ; 	Of course; it would be better not to run out of handles in the first place; but we cant control this in general.; 	We can only minimize the number of images we create.; ; ; KH (8/1/2001 8:37:17 AM); 	Your proposal makes sense. Hold off making these changes until the SWT team fixes their part of this ; 	problem. They are going to be releasing changes that significantly reduce the number of images that need; 	to be created. ; ; NE (8/8/2001 3:19:49 PM); 	Try changing ActionContributionItem to not create extra images on Win98: disabled and hot image.; 	Use the hot image as the regular one.",RESOLVED,DUPLICATE,2,10/10/2001 22:25,1/31/2002 17:13
2042,P1,UI,,SEVERE: Perspective lost (1GDSH6F),"- in the Window preferences set your perspectives to open in new page; 	- switch to Java perspective; 	- close old perspective (so Java one is the only one you have open); 	- close Tasks and Outline views; 	- move the Navigator to be next to the Packages view; 	- add the Repositories view; 	- setup is complete....; 	- File -> New -> Project (basic project; not a Java project); 	- enter a project name and hit enter.; ; 	Suddenly the Resource perspective is opened with your new ; 	project and the modified Java perspective that you had set up; 	is gone!; ; NOTES:; ; NE (05/28/01 4:01:07 PM); 	Severe because it causes users work to be lost.",RESOLVED,INVALID,2,10/10/2001 22:25,11/13/2001 13:21
2043,P3,UI,,Import reports bogus progress (1GDTOOL),"When I do a File -> Import the progress that it reports is incorrect.; 	Progress is reported nicely and then it hits the end and there is still; 	a lot of work to do (resources to import). The task line changes; 	(importing file: ....) a lot indicating that it is still doing work but the; 	progress meter indicates that it is done.; ; NOTES:",CLOSED,FIXED,2,10/10/2001 22:25,5/10/2005 14:56
2044,P3,UI,,Cannot Open new page / window (1GDTOSY),1. Invoke Window | Preferences; 2. Go to Workbench Page.; 3. Change Open New Perspective to Replacing Current.; 4. Press OK.; 5. Create project in workbench.; ; Problem: There is now no way in the window menus to create a new window or page.  ; This means it is impossible for me to multi-task in the product ( do two or more things;; each in a separate window ) or look at more than one set of information.; ; NOTES:,RESOLVED,INVALID,2,10/10/2001 22:25,1/18/2005 16:44
2045,P3,UI,,Cannot Change Perspective (1GDTOY4),1. Invoke Window | Preferences; 2. Go to Workbench Page.; 3. Change Open New Perspective to In New Window.; 4. Press OK.; 5. Create project in workbench.; 6. Open project in Resource Perspective.; ; Problem: If Im in the resource perspective there is no way to replace the current; perspective / layout with another one.  For instance; it is not possible for me to; rearrange the current views into the same layout as the Java Perspective.  I can open; a new window; but this leads to a complete loss of context.; ; NOTES:,RESOLVED,INVALID,2,10/10/2001 22:25,1/18/2005 16:44
2046,P3,UI,,org.eclipse.ui.plugin.AbstractUIPlugin.loadDialogSettings() is using URLgetFile() (1GDTWUZ),org.eclipse.ui.plugin.AbstractUIPlugin.loadDialogSettings() is using URLgetFile(); this will fail when the install directory is not local; see initializePluginPreferences for an example of using a stream; ; NOTES:,RESOLVED,FIXED,2,10/10/2001 22:25,3/19/2002 16:39
2047,P3,UI,,[Dialogs] Error dialog does not wrap text (1GDU4J7),"If no infosets are installed; the dialog Help Error appear; with long text descriptiong that is not wrapped.  Part of text is visible only.; ; NOTES:; ; DB (5/22/2001 11:35:27 AM); Moving to ITPUI:; It appears that on Windows the text set on MessageDialog wraps if too long. ; On Linux; the message is simply truncated.; ; JEL (29/05/2001 10:18:08 AM); To recreate this problem:; 1) boot into Linux; 2) before running eclipse; find the //eclipse/plugins/org.eclipse.help.examples.ex1/; 	directory and delete it (thus forcing no help sets to be available); 3) run eclipse; 4) goto menu: Help->Help Contents; You should see the error dialog with only one line of text; ; KH (5/30/2001 4:31:11 PM); 	Widget does not support wrap style bit?; ; KK (2001-05-31 10:08:31); 	Help uses; 	static org.eclipse.jface.dialogs.MessageDialog.openError(parent; title; msg);; 	to display the error; and does not directlty access the widget .; ; KH (9/13/2001 2:28:14 PM); 	Investigate to ensure we are using the widget properly.",RESOLVED,INVALID,2,10/10/2001 22:25,8/20/2002 13:53
2048,P4,Compare,9203,Compare is too slow (1GDU6CJ),"- click on a project in the navigator -> Catchup; 	- the project is a java project and contains changes in only one package; 	- all the changes are conflicts so Id like to go through them one by one; 	- the project tree starts all collapsed so I have to expand folder by folder until; 		I get to the desired level; 	- click on the first class and analise conflicts; 	- right click -> Catchup; 	- the project gets collapsed again so I have to expand again to the desired folder; ; 	Suggestion:; 	- the Catchup/Release tree could show up expanded to the first folder (inclusive) that; 		contains changes; 	- the selection should appear in the folder and not in the first file (because the; 		compare is too slow); ; NOTES:; ; RTP (5/16/01 4:48:05 PM); 	Note that this behaviour is achieved if the conflicing class is changed manually (editing; it in the left text area or using the copy changes options) and them clicking on the select; next change arrow in the structure compare.; ; KM (5/17/01 10:36:20 AM); 	Suggestion #1 is duplicate PR.; 	Suggestion #2 is a PR against Compare since it should not be as slow as it is.  Moving to UI.; ; AW (28.05.01 10:07:34); 	The time to compare to resources is dominated by the time to fetch the resource from the repository.; 	Seems to be a VCM issue.",RESOLVED,DUPLICATE,2,10/10/2001 22:25,3/7/2002 11:26
2049,P3,UI,,Shouldnt have to double-click to see problem tools (1GDUAJ4),"In a Hierarchy view; I would like to see the Go to next problem and Go to previous problem; 	tools all the time - not just after I have double-clicked on a method name.; ; NOTES:; EG (5/17/01 11:13:40 AM); 	This is the workbench activation model. These actions are editor contributions and they; 	only show up when the editor is active. ; 	Moving to ITUPI for consideration",RESOLVED,INVALID,2,10/10/2001 22:25,2/7/2002 20:41
2050,P3,UI,,View tab position settings not updated immediately (1GDUE0I),Modifying the preferences for the position of View tabs from top to bottom or vice versa does not take effect until the views onscreen have been closed / reopened.; ; To reproduce:; Start Eclipse.; Create a view folder with a number of tabs.; Window -> Preferences.; Toggle Workbence / Views / Tab Positions / Views from top to bottom or bottom to top.; Click Ok.; ; Note that the views with tabs onscreen still have them in the previous position.; Creating a new view folder with a number of tabs.; These new tabs will be in the right position.; ; NOTES:; JB (16/05/2001 7:31:20 PM),RESOLVED,WONTFIX,2,10/10/2001 22:25,1/21/2002 20:20
2051,P2,UI,,Out of memory should be shown to the user (1GDUXCD),"After a (long) time of working with Eclipse I had an Out Of Memory; 	Exception. Eclipse disappeared without showing an error dialog/warning.; 	I only noticed it because I had a pause in my batch file.; ; 	(Did not check the log - guess it may be in there but this is not enough); ; ; NOTES:",RESOLVED,FIXED,2,10/10/2001 22:25,1/31/2002 18:18
2052,P3,UI,,Build Error info not accessible (1GDUXNJ),"When you get a build error (e.g.; after saving a file with autobuild on); the UI puts up a ; dialog which says; 	Errors during build; The actual exception which is thrown back has much more information in it.  Recent changes; mean that the build will not fail completely when the first builder fails.  We will continue to; try and run all of the builders.  As a result; the general form of the exception status is ; 	multistatus (Errors during build); 		istatus (builder 1 error); 		istatus (builder 2 error); 		...; This seems like a prime candidate for the Details button.; ; NOTES:",RESOLVED,FIXED,2,10/10/2001 22:25,5/30/2002 15:01
2053,P1,UI,,Contributing views should not startup the plugin (1GDVL49),New support for contributing views should not automatically startup the contributors plugin; if view is stacked. ; ; NOTES:,RESOLVED,FIXED,2,10/10/2001 22:25,12/18/2002 14:41
2054,P3,UI,,DCR: Fast views should be faster on close... (1GFMKLY),"Fast views would be much nicer to use if they hide as fast as they are shown.; 	The slow fading away is cute at the beginning but quickly becomes a nuissance; 	when you use fast views to do real work.; ; NOTES:",RESOLVED,WORKSFORME,2,10/10/2001 22:25,8/7/2002 10:57
2055,P4,UI,,[View Mgmt] Active view highlight does not go behind toolbar buttons (1GDVNIY),"The highlighting in the titlebar of the active view is compressed when there are toolbar buttons; ; rather than continuing and drawing behind the toolbar buttons (and close box).; The more toolbar buttons there are; the shorter the highlighting is.; ; This looks funny; giving the titlebar an unpleasant; bruise-like mix of blue and grey;; and is inconsistent with the highlighting in the window titlebar (on Windows).; ; It can also lead to visual inconsistency within the workbench itself.; If I have two views; one above the other; or stacked together; where one has more toolbar buttons than the other;; then the highlighting has a different width between the two views.  This is noticeable when switching between them.; E.g. try switching between the Properties and Outline views.; ; NOTES:; JEL (17/05/2001 5:36:09 PM); 	I agree; this was actually the first thing I noticed when I started using Eclipse.  It just doesnt look as nice; 	as it could because of the colours fading to grey.; ; 	The reason the colours dont continue to fade behind the toolbar buttons is that the buttons take up the whole; 	width of the titlebar.",RESOLVED,WONTFIX,2,10/10/2001 22:25,2/6/2003 16:57
2056,P4,UI,,Rebuild All does not prompt for saving (1GDVNT4),"When trying to Rebuild All on project with file that has not been saved; Workbench does not prompt user to save.; ; 1. Open Workbench; 2. Create new Java project P ; 3. Right click on project and select New->Class to make class P (in default package) with public static void main; 4. Do some editing; e.g. add import java.io.*; and System.out.println(...);; 5. Do Rebuild all; but there is no prompt to save; ; NOTES:; ; SA (5/31/2001 10:01:23 AM); 	See also:; 		1GEACBG: ITPUI:ALL - SEVERE: Performing resource operations with dirty editor open on it; 		1GC2UI7: ITPJUI:WINNT - rebuild all just saves all editor without a warning; ; KH (5/31/2001 11:45:41 AM); 	Workbench preference for saving before build. But would be nice if we noticed before hand.",RESOLVED,FIXED,2,10/10/2001 22:25,3/23/2004 16:36
2057,P3,Compare,6823,DCR: Compare: cant do find in the text merge viewer (1GDVY02),"EG (5/17/01 9:35:49 PM); 	There should be Find/Change support; ; NOTES:; ; AW (31.05.01 19:46:36); 	Since I cant reuse the existing code postponed until after June.",RESOLVED,DUPLICATE,2,10/10/2001 22:25,1/23/2002 10:15
2058,P3,UI,,Minor problem Selecting Types with no extension (1GEYQ44),In the import wizard; when you invoke Select Types you can use *. to filter files without; an extension.  This does not work in the export wizard.; ; Additionally; if you invoke Select Types a second time you will notice the dialog automatically; formats the extensions (i.e. *.java is reformatted to java).  So *. is reformatted to a null string; so if you click ok without making any changes it will not retain those files without extensions.; ; Steps to reproduce:; 1) create a file in your OS without an extension test; 2) in Eclipse do an import on file system; 3) in the directory field; find the parent directory of test; 4) click Select All; 5) click Select Types and type *. in the Other Extensions text field; click OK; ; notice test is selected; ; 6) click Select Types; ; you will see the *. is now <null>;; ; 7) dont make any changes and click OK again; ; you will lose selection on test; ; NOTES:; JEL (07/06/2001 2:25:09 PM) This PR can likely be given a low priority; I dont think many users; will be using files with no extension; even then the import wizard is still usable.,RESOLVED,WONTFIX,2,10/10/2001 22:25,1/21/2002 20:22
2059,P4,UI,,[Workbench] CVS password saving between session (1GDX7JK),"It does not feel right that we do not re-ask the password for an existing CVS ; connection in between session. In case I gave my workspace to someone else;; he would become granted with all access rights suddenly; just because I left ; some connections open.; ; This should maybe be configurable at least; so I can flush the information.; ; NOTES:; ; KM (5/18/01 12:12:39 PM); 	This supported is provided by the password keyring mechanism in Core.; ; 	It was decided that as a lowbar the UI would not support clearing it (you go and delete it).; 	Clearing on startup would need to be provided by Core.; 	This is either a Core or UI PR; depending on which solution one believes is right.; ; JM (5/20/2001 11:25:17 PM); 	The core support is explicitly support for authentication information across sessions.; 	Clearing on startup basically defeats the purpose of the mechanism.; 	This information is; by default; kept with the workspace.  For whatever reason it was; 	decided that we would not expose a notion of login or user etc so the previously entered; 	passwords are automatically available.  The only options to address this real issue are:; 		1) make users real; 		2) dont use the provided mechanism.; 	#1 is unlikely to happen.  #2 while potentially feasible; is likely low on the priority list.; ; 	Dont know where to go from here.; ; KM (21/05/01 6:33:32 PM); 	This feels like a future PR for UI to support Clear password cache menu operation.; 	This is keeping with what we agreed in planning.; 	We at least should ensure that people know where to find the keyring file to delete; 	(Core should provide info to DOC/Kerri for June release).; 	; JM (6/2/2001 1:11:54 AM); 	Moving to VCM.  There were questoins last week about the flush API so I assume that VCM; 	is adding some UI for clearing the password info.  The documentation on how to use that; 	should go with the rest of the VCM doc.; ; KM (6/2/01 4:19:19 PM); 	We are not adding at this time.; 	General password management should be supported by UI but decision was to hold off for June.; 	Moving to UI for future.",RESOLVED,FIXED,2,10/10/2001 22:25,4/14/2004 15:40
2060,P3,UI,,Perspective menu - why others menu entry ? (1GDXFFP),Why presenting an others in the open perspective submenu when the resource one is also in there ? It should simply list them all under open perspective.; This extra indirection is creating confusion.; ; NOTES:,RESOLVED,INVALID,2,10/10/2001 22:25,2/7/2002 22:13
2061,P3,UI,,Usability: ,"I was looking for the old Close all editors item we had long ago but couldnt ; find.; Picked (hesitantly) Perspectives->Close All.; ; OK; so it did what it says; it indeed closed ALL my perspectives; leaving me ; with nothing.; Not sure would anyone ever want to do this?; ; I cant do the common one; which is get rid of all the editors! ; ; NOTES:; JEL (24/05/2001 12:24:56 PM); 	There are two different Close All menu items.  There is the one ; referred to above; (Perspectives->Close All); and there is one that will close all the editors ; (File->Close All;; or ctrl+shift+F4).  Having two menu items with the same name can be confusing.  ; Perhaps; the later could change to File->Close All Editors as mentioned above.; ; NE (05/28/01 12:09:33 PM); 	Should rename the perspectives one to Close All Perspectives and have ; it prompt.; 	Or perhaps just get rid of it.; 	Likewise; Close should be renamed to Close Perspective.; ; KLM (9/24/2001 6:12:51 PM); 	Perhaps:	Change File-> Close All to Close All Editors; 	It should be clear what you are doing when you choose Close or Close ; All from the ; 	Perspectives menu.  Also; it seems clear what you are doing when you ; hover over a ; 	perspective in the shortcut bar and bring up the popup menu that says ; Close; Close All.; ; KLM (9/26/2001 1:22:14 PM); 	Based on the menu that each Close All appears under; it should be ; obvious what this operation ; 	applies to (Perspective>Close All closes all perspectives; File>Close ; All closes all editors).; 	Closing this PR.; ; KLM (9/26/2001 3:48:35 PM); 	Re-opening.  Spoke with contact - he was looking to close all the ; editors; only in the; 	current perspective.  Not sure if providing a Close All Editors in the ; Perspective menu ; 	(to close all editors only in that perspective) is such a good idea; ; since it will likely create ; 	more confusion.  But will address the issue again anyway.",RESOLVED,INVALID,2,10/10/2001 22:25,11/1/2001 15:59
2062,P3,UI,,SubProgressMonitor::done should not clear the subtask (1GDXMOZ),"AK (5/18/01 7:27:02 PM); 	SubProgressMonitor::done clears out the subtask text which results in flashes.; 	it should either restore it to the previous text or leave the clearing out to the caller.; ; 	plus; theres no hook to override that would eliminate this unwanted and surprising behavior.; ; NOTES:",RESOLVED,WONTFIX,2,10/10/2001 22:25,1/21/2002 20:23
2063,P1,UI,,Replace with... needs a confirmation dialog (1GDXO12),"In the navigator (and elsewhere where files can be versioned); 	Manage -> Replace with... -> Team Stream Resource; 	takes action immediately after being selected.  There should be; 	a simple dialog here to confirm that the user really wants his/her local; 	copy obliterated.; ; 	All it takes is one errant click...; ; NOTES:; JB (18/05/2001 1:58:13 PM); ; NE (05/28/01 3:27:09 PM); 	This is important.  We had this behaviour in LeapFrog; and many people; 	lost changes due to it.; 	Ideally it would put any unversioned changes in the recycle bin; or the local history as well.",RESOLVED,WORKSFORME,2,10/10/2001 22:25,8/7/2002 11:06
2064,P3,UI,,Do we really need menu in Properties view? (1GDXZML),"In the properties view; the menu has the exact same actions as; 	what the toolbar provides (hide/show categories; filter properies;; 	and restore default values).; ; NOTES:; KLM (9/24/2001 6:10:58 PM); 	Do we do this for accessibility?  Is it possible to access the toolbar items via the keyboard?; ; KLM (9/26/2001 5:12:23 PM); 	Cannot access local toolbar items via the keyboard.  Will have to redundantly add them to ; 	a popup menu for that view.; ; KLM (9/26/2001 5:40:45 PM); 	Will not remove the drop down menu until we get a story for menu registration for this view.; 	See 1GKOF28: ITPUI:ALL - need to register a menu in Properties view",RESOLVED,WONTFIX,2,10/10/2001 22:25,5/2/2002 10:56
2065,P3,UI,,Should Go to resource... take filters into account? (1GDZCSS),"I have the filters set up so it doesnt show .class files.; 	I am using the Go to resource... menu option and class; 	files are listed as potential resources to goto.; ; 	Shouldnt they be ignored and not a part of the list? Because; 	if you actually select a class file; it expands the Navigator; 	to the right spot; but doesnt select the file for you since; 	you have it filtered out.	; ; NOTES:",RESOLVED,FIXED,2,10/10/2001 22:25,12/3/2001 18:15
2066,P3,UI,,[Tasks] TaskView should become visible after a build when hidden (1GDZWNW),"EG (5/19/2001 12:58:03 PM); 	Consider the following scenario:; 	Im working in the Java Perspective.; 	My configuration of the Java Perspective has a stack of views at the; 	bottom:; 		Console (visible at the top); 		Search Result; 		Task List; ; 	When I do a build and have new errors. I dont see the result of ; 	the build operation and this can be confusing. I have to manually ; 	bring the Tasks view to the front.; 	The build operation should bring the task view to the front automatically.; ; 	Notice; that the console view and the search result view already support; 	this auto raise option; but not in a consistent way. The console view does it conditional based on; 	a user preference; the search result view does it unconditionally.; ; NOTES:",RESOLVED,FIXED,2,10/10/2001 22:25,3/13/2003 15:18
2067,P3,UI,,Question: should editors have hardcoded white bg (1GE1ELT),I tested PDE on Linux and noticed that the background of all the editors and views is gray ; (the same as the dialogs). Our artwork look less then optimal this way (including things; like syntax coloring in Java editor). ; ; Should we somehow control this color in preferences and pick white as a default?; The reason I am asking is in order to coordinate PDE editors to do the same.; ; NOTES:,RESOLVED,FIXED,2,10/10/2001 22:25,1/11/2002 8:03
2068,P3,UI,,Right-double-clicking in editor title bar zooms (1GE6Q6N),Double-clicking the right (menu) mouse button in the editor title bar causes it to zoom.; This is unexpected.  I was trying to see if there was a pop-up menu there for close all; and hit it twice ; (just to make sure there was no pop-up <g>).; ; It would be better if there was a pop-up menu; with options for zoom (or restore when zoomed); save all; and close all.; ; NOTES:,RESOLVED,WONTFIX,2,10/10/2001 22:25,1/25/2002 12:41
2069,P3,UI,25731,[Editor Mgmt] Need show in navigator from an editor (1GE22Z1),Users often end up with many editors open.  Many users polled always disable the ; link editor to navigator option as it results in an unusable navigator.  Unfortunately; ; with this option disabled; there is no easy way to get from a given file in an editor ; to the file in the navigator to; say; release it.  At best the outliner; in the case of Java; files; offers Show in package view.  From there you can show in navigator.  At worst; the user has to manually hunt for the file in navigator.; ; Suggest adding a context menu to the editor tab.  This would have show in navigator; and may offer Java tooling the abilty to include show in package view.; ; NOTES:,RESOLVED,DUPLICATE,2,10/10/2001 22:25,11/7/2002 15:32
2070,P5,UI,,[Perspectives] Would like to tear off a perspective (1GE29PH),For whatever reason; I always seem to end up with perspectives open in the same ; window (yes I have tried all the different preference settings).  This is bothersome since ; I cant see the information I want at the same time and contexts get lost and forgotten.  ; There is no way to tear off a perspective into its own window.  ; ; A menu entry or the ability to drag the perspective onto the desktop much like you can do ; with views; would really help in this situation.; ; ; NOTES:,RESOLVED,FIXED,2,10/10/2001 22:25,10/22/2004 15:52
